CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average
28.33,19327353,15032386,55.35507864
26,27771740,20740568,57.248153
33,39469056,38755307,57.90216448
72.33,193885312,176564361,77.49314622
80,416521823,412107806,58.10394586
2,42210,34175,90.50266576
69,305281954,317658949,53.46851128
69,308027451,317334144,63.5257792
32,47914478,39723436,44.7823611
77.33,224412041,193273528,74.64817962
71.67,193652862,175630065,71.65928887
34,96242590,85603617,54.35077144
76.67,214748365,193273528,62.57629433
30,36608586,27101098,45.65298783
82,472331785,437494359,53.07780115
1.67,21155,16940,53.8837732
96,353261060,268435456,82.21971107
27,24314299,25328548,58.61332702
72.88,193273528,176093659,84.61329332
77,438810328,407375152,61.08728264
84,306555915,238828726,67.11755899
44,33920720,25411246,56.2992928
10,5108,2387,22.79636895
27,38114423,29042950,69.91415147
2.03,199023,164908,54.07563749
71.67,193488908,175246785,54.43456587
28,57811205,54299835,47.60008677
3,40644,38271,38.83778595
65,274600557,286204747,71.60424838
52,211177887,165897978,54.16798961
71.67,42294454,38812567,80.5390048
42,426535003,413724832,44.24183895
59,80823831,65486519,54.19872418
77,426227999,407728792,62.18722488
51,58815250,48662437,53.71865518
3,46402,41200,36.25592911
28,35134531,28740453,64.44751169
77,393771668,390147298,70.73829533
97,377978999,339432240,92.03830645
74.33,201863463,182536110,62.19920681
68,300539733,295278952,60.69642011
96.67,365072220,328564998,77.78130584
72.33,42944168,39176554,84.77101843
2,4775,3751,53.838531
1.97,0,0,53.43705834
58,328234641,339134897,58.23242147
2.03,0,0,53.5831616
57,92288971,121972838,53.91312123
3,5162,2333,26.63905466
3,42404,39403,35.94792293
31,64705440,63997210,49.08652266
4,41949,39174,36.17154872
63,272300528,255400845,57.50627265
78,411590140,398509593,53.07673433
73,43028287,39568465,68.6307593
56,98899621,101172716,69.22661137
83,466530782,451474079,59.9870864
30,41743185,40985149,44.61802001
4,38020,37669,35.98455041
58,250453646,210602733,46.17933651
73,198642237,179314885,61.43351368
37,241308756,229182093,45.1556973
72.67,42574177,38923427,56.03744726
77.67,219160174,198453997,56.19652133
2,42306,34203,54.02738606
29.33,18957423,14712764,73.48931516
1.67,192821,154650,90.50609006
42,118391960,114211507,48.62403078
60,241212064,224837158,67.52041055
1.67,4683,3819,53.49900695
1.67,0,0,53.31938711
79,441966886,420668763,55.81571853
78,423703850,415234425,58.77147039
77,220609403,199129127,75.60687847
55,145221598,181799844,55.24811948
44,76618988,123124240,54.24292101
72,194347270,176093659,82.13638656
76,214442398,193979833,66.66573277
67,353558798,310954728,65.46332755
80,411196881,402159385,51.61757855
1.67,0,0,53.37168544
1.67,195757,156318,54.0653646
76,46734757,42743242,70.45705
2.33,0,0,54.01711317
31,420067307,411707718,45.58344133
1.64,0,0,53.53677797
76,214748365,194347270,56.02924971
76.07,47663723,43549802,84.63466922
81.97,243822050,220286095,87.01631832
47,247280080,242962414,54.14919326
28,25915649,30408531,46.96807211
48,99310172,141188102,59.0973077
77.05,47131570,43255479,68.6072043
98.67,383325831,344671126,82.97326352
59,414802651,382804021,44.83499088
77,210453398,192199786,80.82374012
97,363761432,326544846,76.13069185
71,362690991,352646523,56.46028102
45,41766492,40996685,50.15887998
76,212903326,192474664,62.47014118
2,0,0,53.26791892
76,386865287,377108851,57.81204359
2,0,0,53.18749987
27,36093926,25952740,39.27274371
48,181273596,164600183,70.29917189
77,386024301,382407940,49.35017961
79,399924589,370450417,54.75347059
96.67,372788598,334648733,71.49730933
2,4715,3799,53.88356567
1.67,0,0,53.91645965
3,5162,2333,22.8896903
36,58032281,62869027,57.64622927
3,38002,37678,36.30601885
2,41543,39251,38.76168612
72.67,196933270,179451291,81.14375606
72.33,42665526,38765557,75.00409878
1.67,42636,34406,54.00580262
65,342188077,329473444,54.7642404
49,345204980,318477268,60.07583566
72.67,194347270,176093659,58.80500404
45,117882588,107701663,44.61873123
72.67,198642237,178241143,84.31403069
27,16408370,21995521,53.19504975
9,5054,2279,22.84960835
81,428622701,409975601,60.62738161
28.14,19327353,15032386,55.16383695
66,268589042,209405225,50.64728035
34,393946511,364319135,62.98124378
77.33,220117074,199715979,64.59289282
26,14252665,22265314,69.26207043
42,58185300,77198960,48.92573764
75,213674623,193273528,78.38045371
54.67,186240878,166402383,58.23107143
72.67,43153515,39315500,91.69432044
73,355157757,335500888,62.21541941
48,134911063,148364209,53.35639358
3,41489,39251,41.8516033
73.67,197249461,178465519,58.38412704
83,487647710,469367367,59.91347582
79.66,216895848,195421012,79.72329621
31,52458464,51847821,58.92748012
75.25,42509404,38934354,61.38173419
41,223168266,205944090,63.01035273
2,5062,2279,22.94597776
3,40573,38217,38.63442974
20,17499554,13737622,59.00718681
66,330529535,323287484,54.02523893
11,20401095,12884902,53.84776622
53,241567179,230585364,52.93388205
27.67,19327353,15032386,56.14100624
28,29074819,27302936,64.76892932
72.33,42483808,38751349,88.13606281
3,37754,37312,39.81250384
62,284940431,268777986,53.58316903
2,21649,16994,53.93908075
84,457712125,439204148,56.04940291
37,110154597,103625558,55.69272942
2,70967,27952,53.86810446
81,456315899,422651048,57.94859655
51,191887750,181883411,53.57143401
2,34854,42763,32.38977336
53,145113402,160873037,55.56328859
40,59645963,71681861,61.7300671
66,318635590,241561671,38.93898145
1.67,0,0,53.7920436
77,214092090,192796828,79.42839176
2.03,190982,152974,53.99158661
84,451200636,431658750,56.20236458
27.54,4198530,3294005,55.09140792
4,47077,41975,36.02463237
2.33,23643,18779,53.43436041
24,8732867,14318059,59.1449082
1.67,0,0,53.61740455
3,41930,39159,39.77953402
46,110939452,119230725,63.1313606
27.87,19327353,15032386,55.64334203
31,59157357,52485864,60.53411106
65,329881923,288150544,54.29875126
23,22173780,18680006,60.8556811
78,421093439,406685412,53.10030597
31,51597093,47775104,50.43452595
28,57073559,92446367,43.72300882
44,146540133,135170480,63.82555562
62,179338820,170914521,61.6341041
28.33,19327353,15032386,54.9219572
71.67,193273528,176093659,83.33883296
96,365072220,328564998,89.58817145
63,197505208,182646703,65.49304611
71,42034705,38578175,77.59099805
29,38632237,34138832,64.51832822
72,376226847,336951950,56.92409372
73,193273528,176093659,77.5787536
62,286804725,254067358,53.50010948
76.39,218451985,197910358,69.9020029
52,121314086,157167786,40.98615826
4,42296,39386,36.13227959
69,306199245,314723909,64.58015298
66,262202300,271079581,51.86731604
76.61,199436097,178956065,62.05559395
71.8,197568496,179314885,68.2173535
72.88,194486319,175885376,72.24857892
42,48355961,50576069,49.53153901
6,5000,2225,22.91041709
4,42420,39509,36.11998576
5,5000,2279,23.0066341
5,7297,5824,22.87993652
78,400471353,394085394,61.84188
27,26133064,22239287,53.71784236
29,27323596,32546720,53.87654454
2,44233,37622,54.12835088
34,214689764,182139830,56.4272604
76.72,223845037,194767207,81.09996659
74,105993209,104826006,63.30144219
51,373044667,350074772,47.49132193
50,82680111,135358644,70.80428577
2,43064,34849,53.96242822
4,42754,40112,36.13659767
31,88685259,88939542,52.25243806
3,41471,39233,38.62848602
72,194347270,176093659,69.45103362
74.24,43666475,39520133,67.24962696
1.97,4733,3779,53.95620223
43,135552112,130872166,48.16895584
8.47,19327353,15032386,79.21307624
98.64,368293446,330712482,62.32860366
81,176779117,209452531,52.95902852
41,124165482,117448341,45.66076038
80,419117255,403492187,72.20877973
96.67,361932471,324869623,87.11157599
4,5380,2333,22.83045639
2,0,0,53.76371534
76.67,214748365,193273528,76.86276463
36,355850340,339600798,54.2687279
2.03,0,0,53.94831597
25,93640012,86943266,61.72910188
96.39,81781068,73941028,79.22760355
71.8,43118145,39514860,83.96848818
33,41288539,46839469,41.88198227
59,172006264,215382387,64.72640893
27,22485748,22336238,64.8794214
66,244247460,271625830,57.99741626
55,242686512,180654725,54.42499163
73.67,196494754,178241143,61.02571127
62,265812816,261724529,52.34403218
71.67,194347270,176093659,84.82144895
79,232693995,236137495,56.04218918
78.33,48184576,43956453,88.22457565
74,340781123,281190064,70.71990539
72.67,43110613,39284193,85.31849057
46,85314446,125246270,54.11337858
3,41567,39228,38.82285047
75.41,214681640,194497617,62.98222895
59,337015455,309093716,58.18959627
1.67,21155,16994,53.83209747
30,30236392,24581420,60.35889857
2,0,0,53.79007203
73.33,43665405,39581891,86.78325873
3,5000,2225,22.78483713
72.33,194347270,175019917,67.76659175
74,190052303,173946175,79.34081282
76.67,215822107,195421012,65.27007311
72.33,42379514,38748987,85.5062042
3,41451,39245,38.74741106
55,254259278,242751132,57.83663125
32,44238482,41129691,36.17368236
77,415376163,385721184,48.79218194
72.33,197879453,177945433,81.32960189
43,93877721,122343528,50.277297
85,446628474,425744031,64.4053469
97,79528425,72076105,76.13069185
49,328687852,324433838,51.99619806
80,413539461,401945599,43.72641248
41,388605480,360777989,55.08672485
72,282498386,282656674,54.38409686
2,0,0,53.82566395
25,81124377,79820024,57.49423282
1.67,4733,3751,53.79972232
3,41208,38470,36.29138817
80,446199241,422567580,48.32003788
83,397541416,383522610,47.69691338
7,5054,2333,22.88171455
76,214748365,194347270,62.19017912
81.67,215822107,187904819,91.56886672
96.33,369074951,330806328,84.74528433
77,212600881,192199786,56.19403093
1.67,0,0,53.70425713
33,99554899,79922994,66.89078354
73,354684062,330204073,57.17901291
78.33,214657493,194837938,73.54088712
66,288010430,274945230,60.637491
79,432294869,413364453,63.06338892
72,42452624,38896598,69.45103362
79,441499299,412372167,55.12792442
78.31,45861257,41942130,55.49007888
15,12034938,10864471,57.75595933
2,0,0,53.63670512
0,5066,2345,26.58886331
63,200132981,146918000,43.84950319
76,215528329,194927172,77.67878452
59,213355523,230487519,53.78774447
1.64,0,0,53.36120502
28,28840309,27144752,63.69433676
3,40885,38411,38.78048248
2,4625,3683,53.85762404
58,248149017,228383444,59.72043219
76.33,214388928,193884746,86.85195216
31,36969742,38356878,61.66560069
1.69,0,0,53.47399922
3,5090,2315,22.99276544
74,193506143,175372245,62.84920027
96.95,75922751,69044234,65.3029671
84,474529952,459645096,47.18905626
3,41521,39083,38.64123706
4,40939,38448,38.78993145
78.31,216895848,196494754,63.04386626
10,19142,10837,26.64022308
84,397741143,387299154,67.79747895
31,51216734,55435819,50.5009736
2,21155,16686,53.86167093
57,413739021,381441718,61.69724969
73.33,199715979,179314885,78.99111966
28.67,19327353,15032386,54.76734509
30,39811100,36174742,41.46810691
53,48425161,42758579,54.3596616
3,5180,2405,22.80932319
79,438013517,407801192,55.63202228
3,43501,43079,36.31780467
97.67,78571638,71286601,87.46469344
37,324446369,318653911,41.59719213
26,25943869,24123495,50.5224116
2,4757,3883,53.43685081
58,227781581,203624360,54.51592534
2,192789,154456,90.35490224
77.33,47464313,43423694,83.19262594
1.97,4907,3911,53.42097453
94.67,346818609,310311387,85.56483228
28.33,19327353,15032386,54.73113058
72,194025623,176464857,66.05101992
30,42371126,41496877,54.10230398
68,372843086,350435543,49.41241077
79,404464678,391617775,63.95560606
74.92,194347270,176093659,63.93210764
69,351479365,318707141,53.60907752
44,92913539,88242465,56.13759337
2,7240,7498,53.50118605
4,41859,39084,37.14316775
72.67,194160743,176663744,58.03401881
76,215318246,195243011,63.43755642
62,257367711,250886749,60.08228738
2,195876,157052,53.97342747
3,37310,36731,39.83373864
1.69,0,0,53.44785006
44,88508320,84999546,39.00100941
32,244177741,200790588,44.66638252
25,22991647,22159148,53.2988869
71.33,194416520,176865621,81.80039058
32,44275716,43018472,56.5072719
3,41349,38831,38.67786455
5,5054,2279,22.98839655
77,434174577,403825985,52.75557071
2,4955,3999,53.45314215
68,272009698,253857780,54.26796588
1,5000,2225,26.65846062
1.67,42210,34095,53.9999917
2.03,0,0,53.42554026
69,311450757,303721404,51.78095442
29,39325102,31648275,54.23418325
84,476201420,445722988,41.547712
4,19248,21921,32.57580645
29,31195753,29878935,59.09608848
79,439934479,419008548,54.26954071
72.67,198642237,179314885,69.87730647
97.97,361850995,323196289,54.3694005
33,44331238,41200657,37.28581683
66,253611712,226385298,49.06701509
96.67,369652156,330868559,57.59996347
3,5119910,5103001,65.9878982
2.03,42215,34163,54.03963051
58,168675814,167995298,34.91132948
53,178144600,146064312,58.15545803
84,426261902,418888079,53.46851128
1.67,21420,17302,53.49900695
38,76682087,74054724,44.33353467
46,68397411,56235561,57.07593777
1.67,0,0,53.34512121
76.67,215016327,194808725,59.71680042
73.67,197568496,179314885,82.07288145
51,165535238,124954960,51.74178688
78,427108399,397764910,48.14660342
27,36175885,27786008,53.0376176
58,120716296,108558348,65.19306648
1.97,0,0,54.51685272
73,376745150,361888822,50.10279573
76.33,46840406,42859654,62.12781545
49,199596159,160741584,64.60519785
81,454722367,435060608,53.54750677
29,26014485,21692948,57.29976677
3,5000,2225,22.98489129
28,19327353,15032386,56.51207531
56,204230681,193145313,51.23205012
62,411831563,378561335,55.38711088
98.33,356985350,270770953,71.88290571
2,0,0,53.45532125
65,227515026,163183441,42.57460247
78,412079810,403151604,59.1556272
27,8730155,7660756,48.17891283
72.67,196494754,178241143,53.94032595
26,23284770,22440161,53.16380717
23,15185390,16388278,54.41747309
61,383234007,363400243,47.09700493
51,158325334,155384850,66.00572933
41,155795482,139093932,70.78325418
75.33,212197955,192999570,90.96069117
40,181411445,157535417,65.98134487
51,354097533,339530495,58.63446022
71.67,42332364,38701630,74.1096314
63,427586692,416876832,51.67396761
8,5190,2333,22.90284775
1.67,4775,3711,53.93669412
35,76132170,55419533,49.42902269
72,394743784,391479682,36.94956532
76,214541420,194222748,61.27526974
72.33,42395643,38904511,76.27461601
65,320050243,242374523,37.36481231
71.67,42430245,38912609,53.8394649
35,56074656,51633681,43.26691786
83,462182738,444271630,63.90907239
59,263537865,211861381,42.82870884
76,47394809,43413151,61.96344928
62,140729132,119240755,63.30647148
29.83,18978829,14552844,73.63967284
2.03,21649,17175,53.80013739
76,111466015,106253865,46.11685134
30,18371717,14298876,45.9975707
82,428899681,415553233,54.65445954
75,399269227,389349002,60.90607564
73,42953800,39511695,54.75281778
43,248107300,241665604,69.46964313
4,42086,39348,36.05983743
63,270340665,259690177,59.13744045
8,5534,2586,22.91554799
2.33,194710,155883,55.82648993
3,39240,39964,36.09839535
56,23695085,29649011,64.27859852
2,21813,17030,53.95236287
1.97,0,0,53.47182013
71.67,193019993,175293119,70.29040097
1.64,43125,34570,54.03963051
2,5189,4095,53.4917433
49,175927131,177665654,52.81226457
3,45902,40619,36.27315063
49,216015479,156186693,48.82515176
5,16310,8095,26.61817546
2,0,0,53.2844178
42,71609966,108960075,52.26620512
3,41187,38814,38.68004899
56,145711344,199180636,36.71059764
32,29065147,26513545,38.59333177
4,37548,37146,35.95381584
21,76224312,75706311,65.48527357
3,41587,39149,38.7549296
3,5054,2225,22.83065959
71.67,193427177,175763585,80.43565335
72.33,193273528,175019917,61.41867507
45,190324179,182372005,53.46871449
77,423376045,396697230,54.44353398
4,41892,38999,35.92800895
75.33,43442081,39300735,77.81046423
38,122648063,97925823,36.87026503
3,41541,39131,42.01716361
48,155505582,137412681,63.43433748
71.67,42366058,38841689,66.86527578
81,381367352,355245846,51.48595328
25,12227204,22745738,53.0164844
